fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distancia_km,ano,mes,dia_semana,hora,eh_aeroporto
7.5,-73.976543,40.788207,-73.954575,40.777842,1,2.1793085139661055,2014,4,0,20,0
9.5,-74.0065918,40.74441147,-73.9863739,40.74319077,2,1.7086616733191078,2015,4,0,19,0
5.3,-73.965744,40.754379,-73.9672,40.765067,1,1.194761568353515,2011,9,1,12,0
8.0,-73.99436951,40.7466774,-73.97766876,40.73911667,1,1.639020361042458,2015,2,1,15,0
11.3,-73.944435,40.778137,-73.980463,40.782295,3,3.068556569666043,2009,12,1,11,0
38.54,-73.86276245,40.7687912,-73.97873688,40.75304031,6,9.923555348937152,2015,6,1,9,1
6.1,-73.968942,40.785745,-73.963131,40.774204,1,1.3734111253733072,2009,9,4,10,0
18.0,-73.98103333,40.75872803,-73.95498657,40.73442078,2,3.4813758769504233,2015,2,4,23,0
6.0,-73.98799133,40.7493782,-73.98880768,40.75851822,1,1.0186474068681035,2015,4,5,11,0
12.5,-73.991377,40.70255,-73.999735,40.734407,1,3.6116913830772805,2013,5,4,15,0
16.5,-73.987152,40.750756,-73.90238,40.741637,1,7.21300705553596,2010,4,1,0,0
5.5,-73.974978,40.762812,-73.981365,40.756102,1,0.9198258898455711,2013,1,2,14,0
13.7,-73.992956,40.754508,-73.999118,40.722575,1,3.5885400662829157,2011,10,2,10,0
8.9,-74.00662,40.704113,-74.009975,40.735007,1,3.446872405459663,2010,11,0,18,0
4.0,-73.94662476,40.77677917,-73.95352936,40.77990723,5,0.6774817714941636,2015,2,1,5,0
4.9,-73.976452,40.780742,-73.980342,40.770673,2,1.166553119026068,2010,5,0,17,0
4.9,-73.968681,40.754807,-73.97859,40.756029,1,0.8456285888431778,2010,6,1,14,0
8.5,-73.958542,40.780734,-73.975443,40.777022,2,1.4817276451362644,2012,9,2,13,0
3.7,-73.980351,40.780344,-73.980011,40.785561,1,0.5808098221202046,2011,2,0,10,0
6.5,-74.015122,40.715795,-74.008495,40.72814,5,1.4819598323636276,2014,6,1,9,0
4.9,-73.97647,40.735987,-73.981563,40.728817,1,0.9054237089063008,2009,9,1,20,0
9.3,-73.954282,40.764102,-73.973425,40.782708,1,2.622751278138737,2012,1,3,16,0
29.0,-73.8709,40.7738,-73.981742,40.767455,1,9.360768533850695,2012,10,1,13,1
6.5,-73.985129,40.778954,-73.980585,40.765687,1,1.5240410906891921,2010,1,4,19,0
8.2,-73.98349,40.765833,-73.961351,40.768866,1,1.8947017168835905,2009,1,0,20,0
11.0,-73.988536,40.753911,-73.989873,40.726236,3,3.0793804818073816,2013,5,3,20,0
4.5,-73.992667,40.753087,-73.986788,40.761582,5,1.0665228872951436,2013,6,5,7,0
9.0,-73.997222,40.763667,-74.010617,40.730022,3,3.9076264526645863,2014,4,5,2,0
5.0,-73.97274,40.798322,-73.961262,40.806462,1,1.3238698966660256,2013,10,0,20,0
7.3,-73.989391,40.752278,-73.972785,40.74995,1,1.4225729965188323,2012,6,1,8,0
9.5,-73.98402405,40.72166061,-74.01074982,40.71681213,1,2.315974614790762,2015,2,3,2,0
7.5,-74.00408173,40.74240112,-73.98440552,40.74317169,1,1.659865223956459,2015,2,2,1,0
7.7,-73.974445,40.764015,-73.983595,40.744184,2,2.3359176696565336,2010,11,5,0,0
9.7,-74.007912,40.73873,-73.977505,40.761727,1,3.6193605104734807,2009,5,1,21,0
15.0,-74.00211334,40.75183868,-73.99172211,40.7264595,1,2.9547149057161075,2015,1,4,19,0
8.0,-73.995759,40.759149,-73.991388,40.750227,3,1.0581957667710864,2013,5,3,22,0
13.7,-73.985623,40.763017,-74.009812,40.719408,5,5.259919249140969,2010,10,2,19,0
6.0,-73.98212433,40.75581741,-73.9708252,40.75574875,1,0.951756977061514,2015,1,5,12,0
7.7,-73.977147,40.789653,-73.954115,40.773782,5,2.622029993009593,2011,6,4,21,0
10.5,-73.981387,40.758807,-73.947467,40.779305,1,3.654415743731093,2011,9,2,20,0
22.0,-73.983363,40.744282,-73.973965,40.795451,1,5.74451211529819,2013,1,2,18,0
7.5,-73.97287,40.76444,-73.98842,40.76914,1,1.4099916100499852,2014,3,1,20,0
11.5,-73.96995544,40.78917694,-73.94616699,40.77772903,5,2.3731586157110303,2015,2,2,19,0
4.5,-73.98613,40.763425,-73.977522,40.765007,5,0.7459972944871451,2012,3,4,20,0
8.1,-73.96494,40.775277,-73.975652,40.791703,1,2.0370259456136766,2011,5,3,20,0
14.5,-73.954252,40.7665,-73.989683,40.736847,1,4.447406006287273,2012,1,2,10,0
18.0,-73.965344,40.806353,-73.976358,40.750622,1,6.266013220823555,2012,11,5,23,0
8.1,-73.982563,40.727365,-73.953233,40.777548,1,6.102563365802496,2010,9,4,1,0
4.5,-73.995027,40.744631,-74.000213,40.7352,1,1.1360583692724435,2011,9,1,13,0
3.3,-74.001113,40.741735,-73.998253,40.745095,3,0.4445689514859332,2011,10,5,20,0
19.7,-73.963411,40.798469,-74.000779,40.729345,1,8.30557898618956,2012,5,6,13,0
8.1,-73.981785,40.763397,-74.004152,40.742437,1,2.9969270718325656,2012,4,5,2,0
6.5,-73.972497,40.75278,-73.95885,40.763898,3,1.688067448011129,2010,9,4,12,0
14.5,-74.005477,40.738575,-73.972722,40.756735,5,3.4192496693067502,2014,5,2,1,0
24.0,-73.981558,40.783752,-73.900931,40.893366,1,13.948682332464376,2009,5,1,10,0
10.5,-73.96593,40.805358,-73.949923,40.778868,1,3.2391561174388093,2012,8,1,20,0
8.9,-73.95208,40.790119,-73.963637,40.79809,1,1.3160909366288265,2009,9,3,16,0
14.1,-74.00019,40.718336,-73.956801,40.764745,1,6.323957675092727,2011,4,6,0,0
6.1,-73.965017,40.764308,-73.981057,40.760887,1,1.4034474302694753,2012,3,3,7,0
7.3,-73.984784,40.736512,-73.976727,40.751746,1,1.824872721636188,2011,4,4,10,0
23.0,-73.863088,40.769212,-73.95195,40.729382,1,8.697644455030273,2012,11,2,21,1
5.3,-74.00921,40.706383,-74.009173,40.716762,1,1.1540963571485694,2009,11,0,21,0
45.0,-73.971663,40.757812,-73.789273,40.64179,1,20.071062079303086,2010,11,5,7,1
20.1,-73.990166,40.756562,-73.923268,40.825475,2,9.509767853480597,2011,6,2,4,0
5.7,-74.001563,40.739345,-74.008126,40.723898,1,1.8044550575732483,2011,11,4,1,0
3.7,-73.974302,40.761193,-73.971943,40.759643,5,0.2630226763140528,2009,3,1,23,0
5.5,-73.985698,40.748747,-73.974357,40.744135,1,1.0843249081369226,2013,9,1,7,0
6.1,-73.978788,40.755519,-73.975802,40.765463,1,1.1339623951629032,2010,5,5,19,0
8.5,-73.959753,40.777137,-73.966547,40.804235,1,3.066964359278188,2011,1,6,0,0
4.1,-73.959427,40.774613,-73.952647,40.780213,5,0.8447867799155021,2010,5,2,16,0
8.0,-73.99208069,40.75920868,-73.98408508,40.78045654,1,2.456726696268204,2015,5,4,17,0
9.5,-73.995559,40.695197,-73.974702,40.687741,1,1.9441256138107958,2013,9,5,18,0
17.5,-73.97411,40.750564,-73.88238,40.755801,1,7.748637551515433,2009,2,1,18,0
4.1,-73.959091,40.799481,-73.967406,40.802026,1,0.7549453550521067,2009,5,0,19,0
15.7,-73.9773,40.7519,-74.0125,40.7015,1,6.340791643459591,2011,6,1,22,0
5.3,-73.934317,40.797407,-73.917871,40.807013,1,1.7484707522992393,2009,5,6,5,0
9.7,-74.012526,40.707816,-73.987547,40.744759,2,4.615766467817089,2010,6,2,19,0
8.9,-74.007392,40.733257,-73.987243,40.729388,4,1.7514353057619276,2012,3,5,21,0
9.5,-73.978083,40.788452,-73.979435,40.771332,1,1.9070578257299124,2013,12,3,14,0
29.5,-73.99119,40.750195,-74.006843,40.705932,3,5.0954970350852555,2014,1,1,14,0
18.0,-73.99681854,40.73598862,-73.96781921,40.79391861,1,6.888970453079145,2015,4,1,21,0
23.7,-73.953172,40.787591,-74.014671,40.709887,1,10.074391222699822,2009,8,2,9,0
6.0,-73.993362,40.733317,-73.995473,40.740992,1,0.871757705720122,2014,3,2,10,0
24.0,-73.97833,40.76347,-73.96477,40.80675,1,4.946078405039194,2014,4,6,12,0
49.8,-73.992122,40.748577,-73.806072,40.665272,1,18.213892718992554,2012,7,6,17,0
3.7,-73.983436,40.746818,-73.988475,40.73988,1,0.880556214442957,2009,3,6,9,0
4.9,-73.982445,40.775478,-73.988803,40.763712,1,1.413640042391159,2012,6,5,22,0
7.7,-73.97313,40.764152,-73.987082,40.748315,1,2.1171027477391235,2011,12,4,21,0
7.3,-73.993193,40.749672,-74.007682,40.731123,5,2.39671024365281,2009,2,2,8,0
4.1,-73.962199,40.776363,-73.971793,40.765764,1,1.4288885401771423,2011,10,1,22,0
7.0,-73.97203,40.75652,-73.98601,40.75225,2,1.2696798985385738,2014,8,2,22,0
9.7,-73.98963,40.735626,-73.985599,40.763121,1,3.0761038049721825,2011,11,1,21,0
4.5,-73.992378,40.728833,-73.988072,40.73502,1,0.777775608999844,2012,2,3,13,0
12.5,-73.98022461,40.73517609,-74.01091766,40.70179749,1,4.524004727127715,2015,5,3,8,0
7.3,-73.968164,40.800219,-73.95713,40.786022,1,1.8316359286359332,2012,3,5,21,0
4.0,-73.934953,40.800987,-73.941032,40.798385,5,0.5878302580949272,2012,10,1,18,0
7.7,-73.975506,40.75789,-73.96085,40.774992,1,2.2670985319812025,2011,1,1,16,0
12.9,-73.992457,40.72877,-73.9608,40.7782,1,6.109057844142932,2011,1,4,19,0
8.0,-73.975213,40.757695,-73.99458,40.750235,2,1.8301161468971017,2013,11,6,6,0
6.5,-73.999166,40.739403,-73.988351,40.743763,1,1.0320956657973224,2012,8,6,14,0
11.5,-73.97068024,40.7580719,-74.00410461,40.74281311,1,3.287276101515208,2015,1,5,21,0
7.3,-73.961613,40.77709,-73.96409,40.799774,1,2.530951382987497,2009,3,5,14,0
7.3,-73.992758,40.737167,-73.970655,40.756222,5,2.8207104232059947,2010,3,2,6,0
14.1,-73.982623,40.772747,-74.004793,40.729552,1,5.153351036635011,2010,6,1,15,0
4.5,-73.977202,40.790112,-73.981512,40.781237,1,1.0514542871063206,2012,6,6,21,0
5.5,-73.968895,40.764276,-73.978191,40.759646,2,0.9370334259812371,2014,10,5,19,0
8.9,-73.98778,40.738603,-73.964832,40.770175,1,4.007610196946171,2009,8,3,21,0
15.0,-73.96563,40.761996,-73.964498,40.792631,2,3.407789877391986,2013,3,1,22,0
4.1,-73.983534,40.752177,-73.979711,40.744552,1,0.9069638144588946,2012,4,1,12,0
10.5,-73.98123932,40.75287628,-73.9952774,40.72617722,6,3.1957149124811135,2015,3,1,15,0
8.5,-73.968162,40.79208,-73.954524,40.778969,1,1.8557486705164727,2012,9,2,11,0
8.1,-73.96973,40.756707,-73.988013,40.764767,1,1.7816872198424625,2011,9,3,8,0
9.7,-73.983922,40.755333,-73.996402,40.727303,1,3.289359671887909,2009,8,5,20,0
4.9,-73.978252,40.754508,-73.985235,40.762977,3,1.1102884923895697,2009,9,2,15,0
8.0,-73.970091,40.758928,-73.960977,40.770837,1,1.5305945609075045,2012,12,2,9,0
13.7,-74.002136,40.750918,-73.95666,40.788512,2,5.66928179929983,2012,3,3,9,0
10.5,-73.98741913,40.73284912,-73.97187042,40.74716949,2,2.0619487082932504,2015,4,1,20,0
10.5,-73.969433,40.757445,-73.992628,40.737392,1,2.964783112485213,2009,7,3,18,0
12.0,-73.959571,40.76283,-73.975622,40.760601,1,1.3743893002490146,2014,9,3,11,0
5.0,-73.988312,40.724045,-73.981047,40.73623,1,1.486785278047757,2014,9,5,1,0
7.3,-73.982333,40.76893,-73.993554,40.747,1,2.6152526922663313,2010,7,5,9,0
17.0,-73.984753,40.737152,-73.944553,40.700412,2,5.307331879549929,2014,6,2,0,0
7.0,-74.002865,40.733287,-74.0095,40.715502,1,2.0551241660713675,2013,9,1,22,0
7.3,-73.961983,40.810355,-73.976615,40.786607,2,2.913771087044986,2011,2,0,20,0
7.7,-73.983361,40.761332,-73.972963,40.780317,1,2.2854304661671816,2010,2,6,14,0
24.0,-73.989998,40.76197,-73.990757,40.70026,1,6.8621369531131755,2013,6,0,17,0
4.9,-73.986022,40.76803,-73.976668,40.760718,1,1.132108278373785,2012,5,0,6,0
13.0,-73.993753,40.762232,-73.988392,40.727412,1,3.898058922265288,2012,11,6,20,0
5.5,-73.982129,40.772748,-73.977427,40.784339,1,1.348298591652233,2014,2,6,10,0
5.7,-73.980482,40.785602,-73.968586,40.799888,3,1.877849523053991,2011,3,4,15,0
9.3,-73.983086,40.735028,-74.008471,40.720085,1,2.708609004848477,2012,8,1,8,0
6.5,-73.995037,40.739985,-73.978383,40.762292,2,2.8496561952543886,2009,5,4,19,0
5.0,-73.99124146,40.74974442,-73.98625183,40.74415588,1,0.750225960097444,2015,4,2,7,0
17.0,-73.952872,40.791805,-74.003257,40.732767,1,7.816844178407317,2013,9,4,0,0
5.5,-73.945415,40.77833,-73.955122,40.77777,1,0.8197157843135319,2013,1,4,7,0
4.9,-73.982557,40.771522,-73.989135,40.774365,2,0.637782306626292,2010,3,1,22,0
23.0,-73.962038,40.810655,-73.969157,40.756785,1,6.019983831581029,2013,10,4,17,0
7.5,-73.980421,40.720552,-73.984562,40.729687,1,1.0740350063942044,2014,11,0,12,0
4.9,-73.98611,40.74594,-73.991732,40.735342,1,1.2700682831638979,2012,3,1,18,0
9.5,-73.98890686,40.6922226,-74.00469971,40.71613312,1,2.973399213761471,2015,2,1,11,0
14.0,-73.993047,40.742667,-73.972472,40.764817,1,3.011610632199808,2014,11,6,14,0
16.9,-74.000457,40.742486,-73.923371,40.761095,1,6.815076136629935,2012,2,6,19,0
6.1,-73.983981,40.780489,-73.96794,40.797363,1,2.3117649660823187,2009,3,3,12,0
7.5,-73.990973,40.7508,-74.005892,40.73016,1,2.6167072506908484,2013,5,3,7,0
12.5,-73.962456,40.77,-73.987907,40.741126,1,3.860553293826864,2014,9,2,10,0
4.0,-73.96253204,40.7673912,-73.95326233,40.76465988,2,0.8376642925084155,2015,6,1,7,0
6.5,-73.984693,40.759112,-73.994667,40.740517,2,2.2318535618662887,2009,4,6,10,0
19.5,-73.992405,40.724391,-73.970332,40.783869,1,6.870023550146308,2014,3,2,20,0
7.3,-73.988247,40.724833,-74.006518,40.738588,1,2.1701298689184987,2010,1,4,20,0
9.0,-74.003345,40.726957,-74.0045,40.747265,5,2.2602424115894686,2013,3,2,19,0
9.3,-73.993808,40.75174,-73.981047,40.767624,1,2.0675400327352667,2009,6,4,17,0
3.5,-73.953837,40.775171,-73.956403,40.771586,1,0.45342941437766854,2014,12,0,17,0
11.7,-73.98865,40.76403,-74.010412,40.720292,1,5.197538172655344,2009,3,1,9,0
7.3,-74.000756,40.725835,-74.006186,40.743811,2,2.0505315974301777,2011,9,0,12,0
5.5,-74.016038,40.715462,-74.01128,40.72159,5,0.7906347181081059,2013,11,2,8,0
15.0,-74.006209,40.714462,-73.990402,40.66524,1,5.63316306069262,2014,3,0,23,0
6.5,-74.004083,40.742094,-73.985253,40.735788,1,1.734505700406401,2014,3,3,23,0
